date,year,month,day,weekday,quarter,revenue,cost,operating_profit,net_profit,active_users,orders,avg_order_value,conversion_rate,satisfaction_score,churn_rate,new_signups,repeat_purchase_rate,marketing_cost,roi,domestic_ratio,overseas_ratio,online_ratio,offline_ratio
2022-06-15,2022,6,15,Wednesday,Q2,12391,7922,4469,3357,606,177,70.0,3.1,77.9,6.11,44,36.7,844,529.5,55.8,44.2,47.2,52.8
2022-06-16,2022,6,16,Thursday,Q2,12950,8142,4808,3520,634,186,70.0,2.6,77.0,1.82,42,32.8,837,574.4,56.0,44.0,45.8,54.2
2022-06-17,2022,6,17,Friday,Q2,9916,6934,2982,2355,486,143,69.0,4.63,75.3,1.84,23,37.5,944,315.9,61.0,39.0,45.8,54.2
2022-06-18,2022,6,18,Saturday,Q2,7460,4506,2954,2508,523,107,70.0,4.89,77.1,3.46,25,31.9,439,672.9,69.3,30.7,41.2,58.8
2022-06-19,2022,6,19,Sunday,Q2,8239,5751,2488,1771,578,119,69.0,4.14,80.1,1.14,26,34.4,641,388.1,74.3,25.7,43.4,56.6
2022-06-20,2022,6,20,Monday,Q2,11934,8111,3823,2991,587,173,69.0,3.26,76.0,2.3,46,32.0,853,448.2,69.0,31.0,39.6,60.4
2022-06-21,2022,6,21,Tuesday,Q2,11990,7371,4619,3907,590,174,69.0,4.86,73.9,7.24,40,37.8,914,505.4,55.4,44.6,45.4,54.6
2022-06-22,2022,6,22,Wednesday,Q2,10488,7141,3347,2730,517,153,69.0,4.45,73.5,5.53,39,38.0,1060,315.8,59.3,40.7,41.2,58.8
2022-06-23,2022,6,23,Thursday,Q2,9715,6273,3442,2915,479,142,68.0,3.47,73.3,5.01,35,35.9,658,523.1,56.7,43.3,45.3,54.7
2022-06-24,2022,6,24,Friday,Q2,12477,7846,4631,3358,617,183,68.0,4.71,78.2,5.14,28,34.1,764,606.2,58.1,41.9,43.6,56.4
2022-06-25,2022,6,25,Saturday,Q2,10238,6225,4013,2951,557,115,89.0,2.49,80.3,6.95,14,35.3,919,436.7,71.8,28.2,39.5,60.5
2022-06-26,2022,6,26,Sunday,Q2,10265,6906,3359,2814,559,116,88.0,3.97,71.9,5.2,20,37.9,575,584.2,57.8,42.2,43.5,56.5
2022-06-27,2022,6,27,Monday,Q2,13567,8472,5095,4032,518,154,88.0,3.9,76.2,3.01,25,35.4,1182,431.0,74.8,25.2,45.1,54.9
2022-06-28,2022,6,28,Tuesday,Q2,15087,9655,5432,4540,576,172,88.0,3.51,76.8,4.3,37,31.9,946,574.2,64.6,35.4,42.4,57.6
2022-06-29,2022,6,29,Wednesday,Q2,13096,8360,4736,3911,501,149,88.0,2.28,72.8,7.25,30,35.6,700,676.6,63.6,36.4,43.7,56.3
2022-06-30,2022,6,30,Thursday,Q2,14118,9367,4751,4026,541,161,88.0,3.88,80.8,3.05,41,37.3,989,480.4,69.8,30.2,43.9,56.1
2022-07-01,2022,7,1,Friday,Q3,10911,6711,4200,3228,544,163,67.0,4.07,76.1,5.45,41,36.5,783,536.4,64.4,35.6,40.4,59.6
2022-07-02,2022,7,2,Saturday,Q3,6642,4033,2609,2001,474,99,67.0,4.2,75.1,3.93,26,36.1,372,701.3,61.0,39.0,44.6,55.4
2022-07-03,2022,7,3,Sunday,Q3,6765,4348,2417,1800,483,101,67.0,4.64,80.3,3.88,22,33.6,590,409.7,59.2,40.8,39.6,60.4
2022-07-04,2022,7,4,Monday,Q3,10162,6128,4034,3301,509,153,66.0,4.28,72.7,6.85,36,34.1,774,521.2,60.9,39.1,37.7,62.3
2022-07-05,2022,7,5,Tuesday,Q3,12431,8679,3752,2720,623,187,66.0,3.3,78.3,7.61,14,29.2,993,377.8,69.4,30.6,40.3,59.7
2022-07-06,2022,7,6,Wednesday,Q3,10622,7350,3272,2320,533,160,66.0,3.54,74.5,1.73,13,36.6,949,344.8,56.8,43.2,39.0,61.0
2022-07-07,2022,7,7,Thursday,Q3,11491,8020,3471,2435,577,174,66.0,4.05,71.8,2.06,24,32.2,925,375.2,75.0,25.0,40.6,59.4
2022-07-08,2022,7,8,Friday,Q3,10171,6740,3431,2559,512,154,66.0,2.08,77.0,1.76,13,36.8,938,365.8,60.0,40.0,39.3,60.7
2022-07-09,2022,7,9,Saturday,Q3,7410,4830,2580,1844,533,113,66.0,3.47,80.4,2.98,36,36.4,614,420.2,55.2,44.8,44.2,55.8
2022-07-10,2022,7,10,Sunday,Q3,7980,5040,2940,2127,575,122,65.0,3.61,77.9,4.79,15,35.7,422,696.7,69.9,30.1,44.6,55.4
2022-07-11,2022,7,11,Monday,Q3,11726,7674,4052,3386,592,179,66.0,2.41,81.6,4.97,26,34.3,1120,361.8,65.9,34.1,39.2,60.8
2022-07-12,2022,7,12,Tuesday,Q3,10703,7451,3252,2489,541,164,65.0,3.78,74.0,6.66,13,34.1,799,407.0,73.0,27.0,39.5,60.5
2022-07-13,2022,7,13,Wednesday,Q3,9781,6386,3395,2425,495,150,65.0,3.62,77.5,4.09,23,29.2,828,410.0,74.1,25.9,37.8,62.2
2022-07-14,2022,7,14,Thursday,Q3,10436,6742,3694,2740,529,161,65.0,2.47,77.8,3.61,35,30.1,1005,367.6,66.4,33.6,45.1,54.9
2022-07-15,2022,7,15,Friday,Q3,10747,6824,3923,3226,546,166,65.0,4.78,76.4,2.98,25,37.4,547,717.2,74.2,25.8,38.9,61.1
2022-07-16,2022,7,16,Saturday,Q3,7765,4782,2983,2490,564,120,65.0,3.37,78.4,2.03,26,31.2,523,570.4,68.3,31.7,43.5,56.5
2022-07-17,2022,7,17,Sunday,Q3,7788,4940,2848,2400,567,121,64.0,3.33,73.0,3.17,32,32.7,468,608.5,62.4,37.6,46.3,53.7
2022-07-18,2022,7,18,Monday,Q3,11739,7722,4017,2880,599,183,64.0,2.95,77.9,4.11,39,33.1,895,448.8,72.0,28.0,42.7,57.3
2022-07-19,2022,7,19,Tuesday,Q3,12095,7797,4298,3425,618,189,64.0,2.82,81.2,6.6,37,32.0,1085,396.1,60.1,39.9,41.2,58.8
2022-07-20,2022,7,20,Wednesday,Q3,10896,6675,4221,3525,557,171,64.0,4.67,80.2,2.12,34,36.2,683,618.0,57.6,42.4,38.2,61.8
2022-07-21,2022,7,21,Thursday,Q3,11245,7306,3939,2920,576,176,64.0,4.4,75.2,4.3,15,32.0,805,489.3,60.1,39.9,40.4,59.6
2022-07-22,2022,7,22,Friday,Q3,11997,7800,4197,3195,615,189,63.0,4.0,80.3,6.92,22,32.5,1093,384.0,60.4,39.6,47.3,52.7
2022-07-23,2022,7,23,Saturday,Q3,6327,3854,2473,2066,464,100,63.0,3.82,77.6,0.69,31,32.6,463,534.1,74.6,25.4,44.2,55.8
2022-07-24,2022,7,24,Sunday,Q3,6682,4055,2627,1929,490,105,64.0,4.03,75.8,2.91,29,36.4,514,511.1,65.0,35.0,40.5,59.5
2022-07-25,2022,7,25,Monday,Q3,15420,9288,6132,4462,610,188,82.0,2.64,73.7,3.21,26,37.1,806,760.8,71.1,28.9,45.8,54.2
2022-07-26,2022,7,26,Tuesday,Q3,12474,8197,4277,3152,494,152,82.0,2.85,74.8,4.33,33,30.0,1118,382.6,74.3,25.7,43.9,56.1
2022-07-27,2022,7,27,Wednesday,Q3,13174,8188,4986,4102,523,161,82.0,4.43,79.1,6.39,27,34.1,679,734.3,58.0,42.0,44.3,55.7
2022-07-28,2022,7,28,Thursday,Q3,13005,8848,4157,3388,517,160,81.0,4.4,74.2,6.75,24,34.8,729,570.2,55.9,44.1,40.0,60.0
2022-07-29,2022,7,29,Friday,Q3,13163,8234,4929,4013,524,162,81.0,3.43,79.2,7.19,20,38.7,904,545.2,55.0,45.0,45.7,54.3
2022-07-30,2022,7,30,Saturday,Q3,10866,6630,4236,3371,619,134,81.0,2.42,74.9,3.07,47,30.6,779,543.8,59.4,40.6,44.5,55.5
2022-07-31,2022,7,31,Sunday,Q3,9513,5758,3755,2880,542,118,81.0,3.07,75.0,0.93,34,31.2,467,804.1,71.5,28.5,41.4,58.6
2022-08-01,2022,8,1,Monday,Q3,11554,7280,4274,3086,600,186,62.0,2.01,72.9,1.84,29,32.6,837,510.6,71.8,28.2,46.9,53.1
2022-08-02,2022,8,2,Tuesday,Q3,9442,6144,3298,2669,491,153,62.0,1.99,74.3,3.12,29,31.1,785,420.1,73.9,26.1,39.3,60.7
2022-08-03,2022,8,3,Wednesday,Q3,9759,6687,3072,2254,508,158,62.0,2.27,79.8,6.09,15,37.0,704,436.4,56.0,44.0,42.5,57.5
2022-08-04,2022,8,4,Thursday,Q3,8783,5755,3028,2339,458,143,61.0,3.1,74.9,5.14,26,37.4,776,390.2,69.7,30.3,45.3,54.7
2022-08-05,2022,8,5,Friday,Q3,9428,6429,2999,2397,492,154,61.0,4.29,80.7,3.6,29,31.7,890,337.0,64.8,35.2,45.2,54.8
2022-08-06,2022,8,6,Saturday,Q3,7860,4975,2885,2440,587,128,61.0,4.07,72.4,4.78,41,32.1,717,402.4,60.9,39.1,43.9,56.1
2022-08-07,2022,8,7,Sunday,Q3,6341,4079,2262,1654,474,104,61.0,2.84,81.4,6.75,15,29.6,572,395.5,72.3,27.7,47.4,52.6
2022-08-08,2022,8,8,Monday,Q3,9220,5805,3415,2409,483,151,61.0,2.75,81.5,6.22,19,30.4,754,452.9,64.3,35.7,41.3,58.7
2022-08-09,2022,8,9,Tuesday,Q3,8891,6002,2889,2213,466,146,61.0,2.71,80.5,0.71,14,32.1,622,464.5,70.2,29.8,41.3,58.7
2022-08-10,2022,8,10,Wednesday,Q3,8806,5833,2973,2248,462,145,61.0,4.11,81.5,4.38,26,33.4,694,428.4,73.5,26.5,41.9,58.1
2022-08-11,2022,8,11,Thursday,Q3,10242,6815,3427,2649,538,169,61.0,4.75,76.7,0.84,18,30.5,770,445.1,72.7,27.3,45.8,54.2
2022-08-12,2022,8,12,Friday,Q3,10469,6655,3814,2700,551,173,61.0,4.53,78.0,6.64,40,38.9,924,412.8,73.4,26.6,45.6,54.4
2022-08-13,2022,8,13,Saturday,Q3,6581,4163,2418,1976,495,109,60.0,3.6,80.8,3.49,30,38.9,375,644.8,62.2,37.8,41.6,58.4
2022-08-14,2022,8,14,Sunday,Q3,7031,4462,2569,2141,530,117,60.0,3.8,73.4,7.16,11,31.5,390,658.7,70.6,29.4,40.3,59.7
2022-08-15,2022,8,15,Monday,Q3,11331,7404,3927,3229,598,189,60.0,2.52,72.6,1.05,27,30.7,888,442.2,59.5,40.5,44.4,55.6
2022-08-16,2022,8,16,Tuesday,Q3,9251,6362,2889,2422,489,154,60.0,3.56,73.7,0.96,22,35.6,717,402.9,73.2,26.8,46.3,53.7
2022-08-17,2022,8,17,Wednesday,Q3,9966,6069,3897,3240,527,167,60.0,4.62,76.6,1.54,39,35.7,607,642.0,64.1,35.9,43.7,56.3
2022-08-18,2022,8,18,Thursday,Q3,8540,5650,2890,2348,452,143,60.0,4.69,75.9,4.17,34,37.1,815,354.6,57.9,42.1,46.8,53.2
2022-08-19,2022,8,19,Friday,Q3,9358,6209,3149,2430,496,157,60.0,2.75,74.6,6.7,36,33.8,898,350.7,73.3,26.7,41.5,58.5
2022-08-20,2022,8,20,Saturday,Q3,7272,4992,2280,1873,551,122,60.0,4.0,73.7,3.51,37,31.1,488,467.2,65.9,34.1,40.0,60.0
2022-08-21,2022,8,21,Sunday,Q3,7605,5028,2577,2186,577,128,59.0,3.48,80.3,5.23,38,36.3,675,381.8,62.1,37.9,44.7,55.3
2022-08-22,2022,8,22,Monday,Q3,10590,6510,4080,3262,563,179,59.0,2.24,72.5,1.41,44,35.3,697,585.4,55.5,44.5,47.8,52.2
2022-08-23,2022,8,23,Tuesday,Q3,9263,6149,3114,2329,493,157,59.0,2.49,73.1,5.99,22,33.2,919,338.8,70.2,29.8,38.7,61.3
2022-08-24,2022,8,24,Wednesday,Q3,9491,6090,3401,2826,506,161,59.0,2.08,79.2,4.45,22,33.8,624,545.0,74.7,25.3,39.0,61.0
2022-08-25,2022,8,25,Thursday,Q3,11063,7196,3867,2885,454,144,77.0,4.28,79.1,4.02,31,32.6,679,569.5,60.0,40.0,47.0,53.0
2022-08-26,2022,8,26,Friday,Q3,11668,7713,3955,3006,479,153,76.0,2.73,73.3,6.36,15,38.8,841,470.3,64.3,35.7,39.9,60.1
2022-08-27,2022,8,27,Saturday,Q3,9529,6081,3448,2801,560,125,76.0,4.08,79.7,6.74,17,35.7,739,466.6,74.7,25.3,47.0,53.0
2022-08-28,2022,8,28,Sunday,Q3,9542,5787,3755,2857,561,125,76.0,2.43,77.5,2.08,29,38.3,488,769.5,72.1,27.9,40.2,59.8
2022-08-29,2022,8,29,Monday,Q3,12146,7447,4699,3926,500,160,76.0,4.63,80.7,1.03,38,37.9,998,470.8,58.1,41.9,42.6,57.4
2022-08-30,2022,8,30,Tuesday,Q3,13976,9640,4336,3094,576,184,76.0,3.98,76.1,1.4,17,37.4,865,501.3,58.2,41.8,38.4,61.6
2022-08-31,2022,8,31,Wednesday,Q3,13087,8364,4723,3845,540,173,76.0,3.43,75.0,3.71,18,35.6,693,681.5,69.6,30.4,41.0,59.0
2022-09-01,2022,9,1,Thursday,Q3,9528,5871,3657,3071,511,164,58.0,2.26,81.1,6.89,40,38.9,833,439.0,74.7,25.3,44.1,55.9
2022-09-02,2022,9,2,Friday,Q3,10215,6138,4077,2947,549,176,58.0,3.03,78.2,3.6,19,30.9,809,504.0,62.2,37.8,40.8,59.2
2022-09-03,2022,9,3,Saturday,Q3,6211,4296,1915,1507,477,107,58.0,1.98,78.9,1.77,32,34.6,566,338.3,65.5,34.5,41.5,58.5
2022-09-04,2022,9,4,Sunday,Q3,7860,5216,2644,1967,604,136,58.0,2.35,80.9,5.05,39,35.3,480,550.8,71.6,28.4,38.9,61.1
2022-09-05,2022,9,5,Monday,Q3,9815,6634,3181,2594,528,170,58.0,2.83,77.5,0.63,15,30.4,947,335.9,60.4,39.6,43.8,56.2
2022-09-06,2022,9,6,Tuesday,Q3,9493,6580,2913,2319,511,164,58.0,3.31,82.2,7.52,32,32.3,661,440.7,69.5,30.5,45.5,54.5
2022-09-07,2022,9,7,Wednesday,Q3,11080,7456,3624,2925,597,192,58.0,3.06,73.9,5.69,45,33.9,871,416.1,62.9,37.1,40.3,59.7
2022-09-08,2022,9,8,Thursday,Q3,9463,5760,3703,3008,510,164,58.0,2.32,77.7,2.36,39,35.4,503,736.2,63.6,36.4,42.3,57.7
2022-09-09,2022,9,9,Friday,Q3,9854,6006,3848,3109,532,171,58.0,2.89,77.5,3.29,19,33.8,709,542.7,57.5,42.5,47.4,52.6
2022-09-10,2022,9,10,Saturday,Q3,6234,3927,2307,1824,481,108,58.0,1.98,73.3,4.3,13,31.6,402,573.9,74.1,25.9,43.6,56.4
2022-09-11,2022,9,11,Sunday,Q3,7101,4785,2316,1737,548,123,58.0,4.45,81.9,6.57,19,30.1,509,455.0,61.7,38.3,45.2,54.8
2022-09-12,2022,9,12,Monday,Q3,9952,6053,3899,3298,538,173,58.0,2.67,75.8,6.0,34,34.3,826,472.0,73.7,26.3,47.2,52.8
2022-09-13,2022,9,13,Tuesday,Q3,8509,5943,2566,2024,460,148,57.0,3.32,73.3,7.52,13,34.3,685,374.6,65.1,34.9,41.6,58.4
2022-09-14,2022,9,14,Wednesday,Q3,9303,6009,3294,2403,503,162,57.0,2.93,81.0,4.58,18,37.8,625,527.0,59.9,40.1,42.1,57.9
2022-09-15,2022,9,15,Thursday,Q3,8481,5867,2614,1911,459,148,57.0,3.1,75.8,1.43,20,38.2,796,328.4,68.0,32.0,41.7,58.3
2022-09-16,2022,9,16,Friday,Q3,10638,7015,3623,2837,576,186,57.0,2.86,73.6,1.75,36,37.6,788,459.8,74.0,26.0,39.4,60.6
2022-09-17,2022,9,17,Saturday,Q3,5944,3827,2117,1568,460,104,57.0,2.32,78.8,1.41,27,32.4,432,490.0,64.4,35.6,44.7,55.3
2022-09-18,2022,9,18,Sunday,Q3,6727,4507,2220,1623,521,118,57.0,3.85,78.0,6.04,37,37.0,619,358.6,67.8,32.2,42.3,57.7
2022-09-19,2022,9,19,Monday,Q3,9981,6520,3461,2467,541,175,57.0,2.15,74.9,6.95,19,32.9,787,439.8,61.5,38.5,46.6,53.4
2022-09-20,2022,9,20,Tuesday,Q3,9203,5951,3252,2748,499,161,57.0,3.09,72.4,2.97,14,35.4,714,455.5,73.7,26.3,42.3,57.7
2022-09-21,2022,9,21,Wednesday,Q3,10085,6815,3270,2459,547,177,57.0,3.47,79.9,5.36,17,35.0,672,486.6,67.4,32.6,43.5,56.5
2022-09-22,2022,9,22,Thursday,Q3,9925,6382,3543,2498,539,174,57.0,3.81,78.4,6.4,15,30.4,921,384.7,74.1,25.9,40.5,59.5
2022-09-23,2022,9,23,Friday,Q3,11149,6995,4154,3176,605,196,57.0,3.46,80.3,3.13,35,34.6,891,466.2,74.2,25.8,42.9,57.1
2022-09-24,2022,9,24,Saturday,Q3,6955,4500,2455,1780,540,122,57.0,3.54,81.0,2.43,40,38.3,651,377.1,57.9,42.1,43.0,57.0
2022-09-25,2022,9,25,Sunday,Q3,8561,5338,3223,2711,511,116,74.0,3.83,73.8,5.47,13,31.3,639,504.4,68.0,32.0,48.2,51.8
2022-09-26,2022,9,26,Monday,Q3,14281,9531,4750,3742,597,193,74.0,2.57,73.3,1.17,23,39.7,1088,436.6,65.3,34.7,42.6,57.4
2022-09-27,2022,9,27,Tuesday,Q3,10841,7273,3568,2819,453,147,74.0,2.41,77.2,4.92,15,32.1,772,462.2,58.9,41.1,45.2,54.8
2022-09-28,2022,9,28,Wednesday,Q3,13051,7959,5092,4053,546,177,74.0,4.5,78.9,6.51,32,37.7,1163,437.8,69.3,30.7,47.0,53.0
2022-09-29,2022,9,29,Thursday,Q3,10988,7104,3884,3048,459,149,74.0,2.56,74.6,1.48,36,39.1,821,473.1,55.7,44.3,42.8,57.2
2022-09-30,2022,9,30,Friday,Q3,11104,6910,4194,3494,464,150,74.0,3.27,79.3,5.85,21,39.6,705,594.9,64.0,36.0,41.4,58.6
2022-10-01,2022,10,1,Saturday,Q4,6161,4192,1969,1589,478,108,57.0,2.52,75.3,0.7,21,36.6,386,510.1,74.3,25.7,47.1,52.9
2022-10-02,2022,10,2,Sunday,Q4,6518,4326,2192,1593,506,115,57.0,2.35,81.4,2.05,25,33.2,355,617.5,55.3,44.7,44.1,55.9
2022-10-03,2022,10,3,Monday,Q4,10603,6446,4157,2981,576,187,57.0,2.62,79.8,2.36,13,37.8,705,589.6,60.4,39.6,43.8,56.2
2022-10-04,2022,10,4,Tuesday,Q4,8777,5989,2788,2320,477,154,57.0,4.53,81.3,5.14,20,39.0,515,541.4,63.7,36.3,45.1,54.9
2022-10-05,2022,10,5,Wednesday,Q4,11050,6658,4392,3289,601,194,57.0,3.91,73.3,3.01,45,32.6,907,484.2,65.0,35.0,46.5,53.5
2022-10-06,2022,10,6,Thursday,Q4,9502,6455,3047,2220,516,167,57.0,3.59,76.9,5.86,11,37.6,953,319.7,74.4,25.6,47.1,52.9
2022-10-07,2022,10,7,Friday,Q4,10238,6673,3565,2598,556,180,57.0,2.66,80.3,5.08,43,37.6,930,383.3,65.0,35.0,43.6,56.4
2022-10-08,2022,10,8,Saturday,Q4,7381,4568,2813,2121,573,130,57.0,2.59,76.0,3.88,18,39.4,523,537.9,58.6,41.4,47.8,52.2
2022-10-09,2022,10,9,Sunday,Q4,7725,5326,2399,1980,600,136,57.0,2.91,79.1,0.54,20,31.3,743,322.9,58.7,41.3,47.6,52.4
2022-10-10,2022,10,10,Monday,Q4,8909,5566,3343,2656,484,156,57.0,2.81,77.0,2.85,18,32.1,707,472.8,65.8,34.2,42.3,57.7
2022-10-11,2022,10,11,Tuesday,Q4,8864,5621,3243,2671,481,156,57.0,3.82,76.2,7.3,36,39.7,481,674.2,60.9,39.1,40.4,59.6
2022-10-12,2022,10,12,Wednesday,Q4,9141,5684,3457,2567,496,160,57.0,4.0,81.2,3.59,32,33.4,515,671.3,63.2,36.8,46.7,53.3
2022-10-13,2022,10,13,Thursday,Q4,10605,7155,3450,2641,576,186,57.0,4.11,75.4,3.18,12,39.3,766,450.4,67.7,32.3,39.3,60.7
2022-10-14,2022,10,14,Friday,Q4,9304,6345,2959,2488,505,163,57.0,3.2,75.8,6.3,26,37.3,548,540.0,72.1,27.9,39.9,60.1
2022-10-15,2022,10,15,Saturday,Q4,7265,4857,2408,1899,563,127,57.0,3.5,73.6,2.21,22,36.6,418,576.1,63.2,36.8,48.5,51.5
2022-10-16,2022,10,16,Sunday,Q4,7430,4933,2497,1952,575,130,57.0,3.63,79.9,2.53,21,33.7,735,339.7,59.7,40.3,47.7,52.3
2022-10-17,2022,10,17,Monday,Q4,8793,5888,2905,2336,476,154,57.0,3.68,76.1,3.51,29,32.5,693,419.2,70.5,29.5,45.3,54.7
2022-10-18,2022,10,18,Tuesday,Q4,10976,7477,3499,2770,595,192,57.0,3.74,76.0,0.59,32,36.4,712,491.4,72.1,27.9,44.0,56.0
2022-10-19,2022,10,19,Wednesday,Q4,8780,6031,2749,2180,475,153,57.0,3.55,81.8,6.87,27,30.5,786,349.7,64.2,35.8,43.0,57.0
2022-10-20,2022,10,20,Thursday,Q4,10323,6462,3861,2872,559,180,57.0,2.06,82.0,5.53,18,32.4,745,518.3,60.2,39.8,47.3,52.7
2022-10-21,2022,10,21,Friday,Q4,10342,7153,3189,2281,559,180,57.0,3.94,80.6,3.16,14,35.9,1048,304.3,60.2,39.8,47.7,52.3
2022-10-22,2022,10,22,Saturday,Q4,6342,4164,2178,1688,490,110,58.0,2.42,82.3,3.99,15,36.2,435,500.7,56.6,43.4,39.8,60.2
2022-10-23,2022,10,23,Sunday,Q4,7597,4907,2690,2057,586,132,58.0,4.5,76.3,3.84,22,35.5,550,489.1,66.5,33.5,43.3,56.7
2022-10-24,2022,10,24,Monday,Q4,10487,7022,3465,2432,566,182,58.0,2.92,77.1,2.08,12,34.7,808,428.8,68.0,32.0,44.7,55.3
2022-10-25,2022,10,25,Tuesday,Q4,13188,8271,4917,3842,547,176,75.0,3.3,72.8,4.73,33,33.1,762,645.3,65.1,34.9,47.5,52.5
2022-10-26,2022,10,26,Wednesday,Q4,14349,9992,4357,3608,595,191,75.0,2.46,80.9,4.93,31,34.2,981,444.1,55.8,44.2,40.3,59.7
2022-10-27,2022,10,27,Thursday,Q4,12282,7788,4494,3194,509,164,75.0,4.12,78.5,0.52,20,37.6,1137,395.3,61.1,38.9,40.0,60.0
2022-10-28,2022,10,28,Friday,Q4,13638,9277,4361,3509,565,181,75.0,2.15,80.3,7.08,17,39.0,1215,358.9,58.4,41.6,44.7,55.3
2022-10-29,2022,10,29,Saturday,Q4,10477,6793,3684,2648,620,139,75.0,3.48,73.0,1.57,26,37.8,909,405.3,59.5,40.5,47.8,52.2
2022-10-30,2022,10,30,Sunday,Q4,7828,4787,3041,2487,463,104,75.0,3.08,78.0,4.32,12,35.0,425,715.5,69.9,30.1,39.6,60.4
2022-10-31,2022,10,31,Monday,Q4,13321,8429,4892,3442,551,176,76.0,3.9,81.3,3.59,22,35.3,954,512.8,55.8,44.2,39.7,60.3
2022-11-01,2022,11,1,Tuesday,Q4,9917,6313,3604,2757,532,171,58.0,4.47,80.3,0.73,39,31.7,782,460.9,72.5,27.5,43.9,56.1
2022-11-02,2022,11,2,Wednesday,Q4,10918,7154,3764,3142,586,188,58.0,4.77,75.3,0.85,35,39.3,986,381.7,72.8,27.2,42.7,57.3
2022-11-03,2022,11,3,Thursday,Q4,11594,7940,3654,2597,622,199,58.0,3.27,73.6,6.46,13,35.8,654,558.7,62.0,38.0,41.9,58.1
2022-11-04,2022,11,4,Friday,Q4,10161,6658,3503,2724,544,174,58.0,1.98,74.8,1.49,43,30.6,612,572.4,61.2,38.8,42.3,57.7
2022-11-05,2022,11,5,Saturday,Q4,6424,4088,2336,1812,491,110,58.0,4.16,79.1,2.71,10,38.3,464,503.4,72.2,27.8,45.4,54.6
2022-11-06,2022,11,6,Sunday,Q4,7084,4849,2235,1703,541,121,59.0,4.23,81.4,7.17,17,39.8,514,434.8,64.1,35.9,44.2,55.8
2022-11-07,2022,11,7,Monday,Q4,8917,6241,2676,1900,476,152,59.0,3.12,78.8,5.68,32,36.8,628,426.1,57.6,42.4,42.9,57.1
2022-11-08,2022,11,8,Tuesday,Q4,9990,6401,3589,2917,533,170,59.0,2.03,82.3,2.65,31,36.3,719,499.2,60.6,39.4,49.0,51.0
2022-11-09,2022,11,9,Wednesday,Q4,10077,7015,3062,2313,537,171,59.0,2.59,77.4,2.45,37,39.3,700,437.4,68.3,31.7,48.8,51.2
2022-11-10,2022,11,10,Thursday,Q4,10611,7011,3600,2764,565,180,59.0,4.8,78.0,0.92,43,32.6,802,448.9,69.4,30.6,44.7,55.3
2022-11-11,2022,11,11,Friday,Q4,9112,5879,3233,2324,485,154,59.0,4.82,77.6,1.99,12,32.7,763,423.7,61.7,38.3,39.3,60.7
2022-11-12,2022,11,12,Saturday,Q4,6318,4056,2262,1596,480,106,60.0,2.64,74.6,3.76,19,32.6,513,440.9,65.5,34.5,39.5,60.5
2022-11-13,2022,11,13,Sunday,Q4,7433,4564,2869,2090,564,125,59.0,4.82,73.6,3.03,13,38.3,680,421.9,65.1,34.9,48.6,51.4
2022-11-14,2022,11,14,Monday,Q4,9838,6412,3426,2517,522,165,60.0,2.94,73.6,1.99,12,39.8,882,388.4,71.7,28.3,48.1,51.9
2022-11-15,2022,11,15,Tuesday,Q4,9645,6749,2896,2236,511,162,60.0,2.86,76.8,5.12,34,34.3,641,451.8,63.2,36.8,47.6,52.4
2022-11-16,2022,11,16,Wednesday,Q4,9439,6398,3041,2373,500,158,60.0,3.2,74.9,3.57,13,33.5,896,339.4,70.5,29.5,45.1,54.9
2022-11-17,2022,11,17,Thursday,Q4,11793,7238,4555,3658,624,197,60.0,3.9,75.5,1.83,45,33.3,667,682.9,70.3,29.7,47.7,52.3
2022-11-18,2022,11,18,Friday,Q4,11239,6906,4333,3575,594,187,60.0,4.02,73.3,7.2,15,39.0,1004,431.6,59.2,40.8,48.7,51.3
2022-11-19,2022,11,19,Saturday,Q4,7689,5119,2570,1980,580,128,60.0,4.42,79.8,4.86,45,34.2,414,620.8,62.8,37.2,45.4,54.6
2022-11-20,2022,11,20,Sunday,Q4,7842,5275,2567,1835,591,130,60.0,3.13,79.6,0.94,34,39.8,702,365.7,71.0,29.0,41.9,58.1
2022-11-21,2022,11,21,Monday,Q4,10274,6360,3914,3302,541,170,60.0,3.12,82.6,5.25,35,37.3,864,453.0,56.9,43.1,43.1,56.9
2022-11-22,2022,11,22,Tuesday,Q4,12205,7884,4321,3263,642,202,60.0,4.76,76.3,2.18,48,38.2,636,679.4,68.6,31.4,39.9,60.1
2022-11-23,2022,11,23,Wednesday,Q4,11360,7718,3642,2802,597,187,61.0,2.51,76.8,7.36,20,34.2,947,384.6,65.7,34.3,48.0,52.0
2022-11-24,2022,11,24,Thursday,Q4,9596,6712,2884,2229,503,158,61.0,2.27,77.4,4.88,20,35.1,672,429.2,69.2,30.8,44.0,56.0
2022-11-25,2022,11,25,Friday,Q4,15671,9505,6166,4693,632,198,79.0,4.42,77.9,7.38,46,39.8,857,719.5,64.6,35.4,47.2,52.8
2022-11-26,2022,11,26,Saturday,Q4,11251,7055,4196,3033,647,142,79.0,3.56,80.3,6.36,36,35.1,879,477.4,71.7,28.3,40.5,59.5
2022-11-27,2022,11,27,Sunday,Q4,10550,6542,4008,3063,606,133,79.0,3.51,80.0,4.83,43,38.4,812,493.6,57.5,42.5,40.9,59.1
2022-11-28,2022,11,28,Monday,Q4,12937,8533,4404,3576,520,162,80.0,3.28,81.3,2.47,19,33.1,1082,407.0,61.2,38.8,41.2,58.8
